Key,English,Simplified Chinese,Traditional Chinese
patchnote_recoverdata_page1,"The Reclamation Voyage Patch
Missing Content has Been Reclaimed!!

Dear Players,

We want to express our heartfelt gratitude for your unwavering support throughout this journey. Your patience and dedication have been inspiring, and we're excited to share some significant news with you.

As many of you are aware from our previous announcement, the Missing Content Patch is set to launch on 29th September 2023, it has now arrived. This update aims to address the critical errors that led to the absence of essential gameplay elements on launch day. We understand the frustration this has caused, and we've been committed to making it right. 

Our community's engagement through Discord has been an invaluable asset throughout this journey. Your dedication, passionate discussions, and valuable feedback have played a pivotal role in shaping this important update. You may have noticed some patch notes and hot fixes we have been doing as we have worked towards this Missing Content Patch–many of these came right from our community feedback and help! ","《飞空艇时代：贸易帝国》更新补丁
丢失内容已恢复！！！

亲爱的玩家们，

我们要向您表达衷心的感谢，感谢您在整个旅程中的坚定支持。您的耐心、理解和支持是我们最大的财富，再次，我们十分开心能与您分享一些重要消息。

正如您在我们之前公告中了解的那样，遗失的内容补丁计划于2023年9月29日发布，现在已经按时上线。此次更新旨在解决导致游戏关键元素在首日发布时缺失的严重错误。我们理解这给您带来的影响，并一直致力于纠正这个问题。

在整个过程中，通过Discord进行的社区互动是我们的宝贵经历。您的奉献精神、激情四溢的讨论和反馈，在塑造这个重要更新中发挥了关键作用。您可能已经注意到，在我们努力实现这个遗失内容补丁的过程中，已经进行了一些补丁说明和修复 - 其中许多都是来自社区玩家的反馈和帮助！","《飛空艇時代：貿易帝國》更新補丁
丟失內容已恢復！！！

親愛的玩家們，

我們要向您表達衷心的感謝，感謝您在整個旅程中的堅定支持。您的耐心、理解和支持是我們最大的財富，再次，我們十分開心能與您分享一些重要消息。

正如您在我們之前公告中瞭解的那樣，遺失的內容補丁計畫於2023年9月29日發佈，現在已經按時上線。此次更新旨在解決導致遊戲關鍵元素在首日發佈時缺失的嚴重錯誤。我們理解這給您帶來的影響，並一直致力於糾正這個問題。

在整個過程中，通過Discord進行的社區互動是我們的寶貴經歷。您的奉獻精神、激情四溢的討論和回饋，在塑造這個重要更新中發揮了關鍵作用。您可能已經注意到，在我們努力實現這個遺失內容補丁的過程中，已經進行了一些補丁說明和修復 - 其中許多都是來自社區玩家的回饋和幫助！"
patchnote_recoverdata_page2,"Here's a recap of the missing content that will be fixed in this patch:

- Approximately 70% of ships and ship parts were missing due to merchants being locked behind missing quest data. They should now be accessible via quests from various factions in the game.
- Industry merchants on almost all settlements were inaccessible due to missing data. They should now be accessible and offer a large selection of items to trade.
- Production facilities on almost all settlements were locked and inaccessible due to missing data. These should now be buildable, note that you have to progress through a certain point into the storyline to access them.
- Certain items required for officer upgrades and quest completion were inaccessible due to missing data. These items are now restored, note that beyond level 5, upcoming character quests would ultimately unlock them.
- NPCs responsible for granting commissions and helping resolve faction-related issues were locked and inaccessible. We have decided to make it easier for you by letting you pay the fee on the spot.
- The industrial recipe was inadvertently reverted to an old, unprofitable version due to missing data, leading to balancing issues. This has now been restored and each recipe should net some good amount of profit margin.

We sincerely hope that you thoroughly enjoy the restored elements of the game. Your continued feedback on the missing content is highly anticipated, as it remains a vital source of insight for us. We invite you to join us on Discord, where these discussions and collaborations will continue to be at the heart of our ongoing efforts to enhance and refine your gaming experience. 
","以下是将在此补丁中修复的遗失内容概述：

-由于本应出售飞艇和飞艇部件的商人被锁定在丢失的任务数据中，导致大概70%的商店访问失败。现在，您应该可以通过完成游戏中各派系的任务来访问它们。
-由于数据丢失，几乎所有定居点的行业商户都被锁定，无法访问。现在，您应该可以访问它们，并进行大量物品交易。
-几乎所有定居点上的生产设施由于缺失数据而被锁定且无法访问。现在，这些设施应该可以建造，但请注意，您必须在故事情节中进展到一定程度才能访问它们。
-由于数据丢失，一些升级军官和提交任务所需的物品被锁定。这些物品现在已经恢复，但请注意，达到5级以后，通过即将推出的角色任务才能解锁它们。
-由于数据丢失，能够使玩家获得佣金、解决您与其他派系之间小事故的NPC被锁定，无法访问。为了让您的游戏体验更加轻松，我们决定让您当场支付相关费用进行使用。
-由于数据丢失，工业相关的配方恢复为旧版本/利润极低的版本，导致产生了平衡问题。现已恢复，每个配方应该都会获得一定数量的利润。

我们衷心希望您能充分享受游戏中恢复的内容和元素，期待您对遗失内容的持续反馈，因为这仍然是我们洞察玩家体验的重要来源。我们再次邀请您加入我们的Discord，参与社区讨论，这是我们不断强化和完善您游戏体验的核心。","以下是將在此補丁中修復的遺失內容概述：

-由於本應出售飛艇和飛艇部件的商人被鎖定在丟失的任務數據中，導致大概70%的商店訪問失敗。現在，您應該可以通過完成遊戲中各派系的任務來訪問它們。
-由於數據丟失，幾乎所有定居點的行業商戶都被鎖定，無法訪問。現在，您應該可以訪問它們，並進行大量物品交易。
-幾乎所有定居點上的生產設施由於缺失數據而被鎖定且無法訪問。現在，這些設施應該可以建造，但請注意，您必須在故事情節中進展到一定程度才能訪問它們。
-由於數據丟失，一些升級軍官和提交任務所需的物品被鎖定。這些物品現在已經恢復，但請注意，達到5級以後，通過即將推出的角色任務才能解鎖它們。
-由於數據丟失，能夠使玩家獲得傭金、解決您與其他派系之間小事故的NPC被鎖定，無法訪問。為了讓您的遊戲體驗更加輕鬆，我們決定讓您當場支付相關費用進行使用。
-由於數據丟失，工業相關的配方恢復為舊版本/利潤極低的版本，導致產生了平衡問題。現已恢復，每個配方應該都會獲得一定數量的利潤。

我們衷心希望您能充分享受遊戲中恢復的內容和元素，期待您對遺失內容的持續回饋，因為這仍然是我們洞察玩家體驗的重要來源。我們再次邀請您加入我們的Discord，參與社區討論，這是我們不斷強化和完善您遊戲體驗的核心。"
patchnote_recoverdata_page3,"Beyond the initial missing content, we have an exciting lineup of planned updates waiting to take your gaming experience to new heights: 

- Officers' full personal quests will be gradually released as we approach the final free update early next year.
- Get ready for an epic revelation in the final two chapters, an addition that promises to elevate the game to new levels of excitement (while not directly related to the sandbox content).
- Unlock access to the Teutonic Confederation's battle cruiser, a thrilling part of the unreleased quests.
- Introducing the Ships/Ship Parts Production System, a feature that will add depth and excitement to your gameplay.

The Missing Content Patch and these future updates represent our unwavering commitment to your gaming experience. We can't wait to see you explore, conquer, and discover all that Airship Kingdoms Adrift has to offer.

Thank you for being an integral part of our community. Stay tuned for more exciting updates as we set sail towards a brighter future together.

Fair winds and clear skies,

Jay ","除了弥补遗失内容，我们还有一系列令人兴奋的计划更新，等待着将您的游戏体验提升到新的高度：

-军官的完整版个人任务将逐步被发布，直至明年初最后一次免费更新截止之前。
-最后两章的内容，您可以将其理解为史诗剧情揭秘，虽然与沙盒内容并没有太大的关联。
-开放进入条顿联邦战列巡航舰，这也是计划中但尚未发布的、激动人心的任务之一。
-推出舰船/舰船零部件的生产系统，这个功能将为您的游戏增添深度和刺激性。

这次的遗失内容补丁和未来的更新计划代表了我们对您游戏体验的坚定承诺。我们迫不及待地想看到您探索、征服和发现《飞空艇时代：贸易帝国》所提供的一切。

感谢您成为我们社区的重要一员。请继续关注更多更新，我们将一起驶向更加光明的未来。

顺风顺水，晴空万里，

Jay","除了彌補遺失內容，我們還有一系列令人興奮的計畫更新，等待著將您的遊戲體驗提升到新的高度：

-軍官的完整版個人任務將逐步被發佈，直至明年初最後一次免費更新截止之前。
-最後兩章的內容，您可以將其理解為史詩劇情揭秘，雖然與沙盒內容並沒有太大的關聯。
-開放進入條頓聯邦戰列巡航艦，這也是計畫中但尚未發佈的、激動人心的任務之一。
-推出艦船/艦船零部件的生產系統，這個功能將為您的遊戲增添深度和刺激性。

這次的遺失內容補丁和未來的更新計畫代表了我們對您遊戲體驗的堅定承諾。我們迫不及待地想看到您探索、征服和發現《飛空艇時代：貿易帝國》所提供的一切。

感謝您成為我們社區的重要一員。請繼續關注更多更新，我們將一起駛向更加光明的未來。

順風順水，晴空萬里，

Jay"
goodsbrowser_sellers,Sellers,卖方,賣方
goodsbrowser_buyers,Buyers,买方,買方
goodsbrowser_trackthisitem,Track this item,追踪此物品,追蹤此物品
goodsbrowser_profit,Profit,利润,利潤
goodsbrowser_distance,Distance,距离,距離
hangar_assign_ship,Assign,分配,分配
hangar_sendto_ship,Send To,送至,送至
hangar_abort_ship,Abort,中止,中止
hangar_enroute,Enroute to:,去往：,去往：
hangar_countdown,Countdown:,倒计时：,倒計時：
sendship_current_location,Current Location:,当前地点：,當前地點：
sendship_destination,Destination:,目的地：,目的地：
sendship_speed,Speed:,速度：,速度：
sendship_distance,Distance:,距离：,距離：
sendship_voyage,Voyage:,航行：,航行：
sendship_estimated,Estimated arrival:,预计到达时间：,預計到達時間：
sendship_enable_cruise,Enable Cruise,启用巡航,啟用巡航
sendship_title_header,Send the airship,派遣飞艇,派遣飛艇
sendship_airship_header,Airship,飞艇,飛艇
sendship_sendto_header,Send to,遣至,遣至
production_amount,Amount,数量,數量
production_min,Min,下限,下限
production_max,Max,上限,上限
production_repeatorder,Repeat Order,重复指令,重複指令
sendship_send_button,Send,派遣,派遣
worldmap_overlay_greatersegson,GREATER SEGSON,大塞格森,大塞格森
worldmap_overlay_ipswick,IPSWICK,伊普斯维克,伊普斯維克
worldmap_overlay_aberdonia,ABERDONIA,阿伯多尼亚,阿伯多尼亞
worldmap_overlay_greenvale,GREENVALE,格林维尔,格林維爾
worldmap_overlay_streampool,STREAMPOOL,溪塘,溪塘
worldmap_overlay_sunvale,SUNVALE,桑维尔,桑維爾
worldmap_overlay_everspring,EVERSPRING,恒春,恒春
worldmap_overlay_lessersegson,LESSER<br>SEGSON,小<br>塞格森,小<br>塞格森
worldmap_overlay_ancientmeadow,ANCIENT<br>MEADOW,上古草原,上古草原
worldmap_overlay_coiltrails,COILTRAILS,克翠奥兹,克翠奧茲
worldmap_overlay_castilis,CASTILLIS<br>MAJOR,卡斯蒂利斯<br>主大陆,卡斯蒂利斯<br>主大陸
worldmap_overlay_joms,JOMSLAN,乔姆斯兰,喬姆斯蘭
worldmap_overlay_greatmanacoil,THE GREAT<br>MANA COIL,大魔法圈,大魔法圈
port_overcapacity,OVERCAPACITY,生产过剩,生產過剩
port_removeexcessinventory,Remove excess inventory,删除多余库存,刪除多餘庫存
worldmap_overlay_outlaw_crooked,CROOKED<br>PLOWER,弯曲<br>犁耙,彎曲<br>犁耙
worldmap_overlay_outlaw_plowerrebels,PLOWER<br>REBELS,犁耙<br>起义军,犁耙<br>起義軍
worldmap_overlay_outlaw_huntinggod,DISCIPLE OF THE<br>HUNTING GOD,猎神<br>门徒,獵神<br>門徒
worldmap_overlay_outlaw_freetrader,FREE TRADERS,自由贸易者,自由貿易者
worldmap_overlay_outlaw_conglomerate,SUNVALE<br>CONGLOMERATE,桑维尔<br>集团,桑維爾<br>集團
worldmap_overlay_outlaw_tattered,BROTHERHOOD OF THE<br>TATTERED BANNER,旧旗<br>兄弟会,舊旗<br>兄弟會
worldmap_overlay_outlaw_evergreen,DISCIPLE OF THE<br>EVERGREEN QUEEN,常青女王<br>门徒,常青女王<br>門徒
worldmap_overlay_outlaw_coilworship,COIL WORSHIPPERS,圈道崇拜者,圈道崇拜者
worldmap_overlay_outlaw_faucon,LES FAUCONS,猎鹰,獵鷹
worldmap_overlay_official_1suth,1st SUTHSEGIAN<br>ROYAL NAVY,萨斯赛克第一<br>皇家海军,薩斯賽克第一<br>皇家海軍
worldmap_overlay_official_2suth,2nd SUTHSEGIAN<br>ROYAL NAVY,萨斯赛克第二<br>皇家海军,薩斯賽克第二<br>皇家海軍
worldmap_overlay_official_3suth,3rd SUTHSEGIAN<br>ROYAL NAVY,萨斯赛克第三<br>皇家海军,薩斯賽克第三<br>皇家海軍
worldmap_overlay_official_4suth,4th SUTHSEGIAN<br>ROYAL NAVY,萨斯赛克第四<br>皇家海军,薩斯賽克第四<br>皇家海軍
worldmap_overlay_official_gsuth,SUTHSEGIAN<br>GARRISON,萨斯赛克<br>驻军,薩斯賽克<br>駐軍
worldmap_overlay_official_2Ace,2nd AECERLIAN<br>EXPEDITION FORCE,伊塞利亚第二<br>远征队,伊塞利亞第二<br>遠征隊
worldmap_overlay_official_7Ace,7th AECERLIAN<br>ROYAL GUARD,伊塞利亚第七<br>皇家护卫队,伊塞利亞第七<br>皇家護衛隊
worldmap_overlay_official_32Viri,32nd NEW VIRIDIAN REPUBLIC<br>NAVY DEFENDER,新翠共和国第三十二<br>防御队,新翠共和國第三十二<br>防禦隊
worldmap_overlay_official_TT,THE TEUTONS,条顿人,條頓人
questlog_tracknewitem,Auto-Track new item,自动追踪新物品,自動追蹤新物品
questlog_journels,Journal,日志,日誌
questlog_showquests,Show Quests:,显示任务：,顯示任務：
questlog_msq,Main Story Quests,主线任务,主線任務
questlog_OQ,Officer Quests,军官任务,軍官任務
questlog_SQ,Side Story Quests,支线任务,支線任務
questlog_HTQ,Hunting Quests,狩猎任务,狩獵任務
questlog_LOQ,Logistic Quests,物流任务,物流任務
questlog_GQ,Generic Quests,普通任务,普通任務
button_select,SELECT,选择,選擇
fleet_currently_selected,"Currently
Selected","当前
选择","當前
選擇"
warehouse_send_airship,Send Airship,派遣飞艇,派遣飛艇
warehouse_abort_voyage,Abort Voyage,中止航行,中止航行
option_texturequality,Texture Quality,纹理质量,紋理品質
searchbar_search,Search,搜索,搜索
shipyard_merchant_header,Ship Parts Merchants,舰船配件商,艦船配件商
shipyard_merchant_tab,Merchants,商人,商人
shipyard_confirm_transaction_des,Finish your transaction and proceed to ship roster,完成交易并继续,完成交易並繼續
sub_shipstat_header,Detailed Stats,详细数据,詳細數據
sub_shipstat_effect_header,Eff.,效率,效率
sub_shipstat_max_integrity,Max integrity:,最大完成度：,最大完成度：
sub_shipstat_integrity_regen,Repair per Sec:,完成度每秒回复：,完成度每秒回復：
sub_shipstat_max_shield_cap,Max shield capacity:,最大护盾量：,最大護盾量：
sub_shipstat_shield_regen,Shield per Sec:,护盾每秒回复：,護盾每秒回復：
sub_shipstat_weight,Weight(Kg):,重量（kg）:,重量（kg）:
sub_shipstat_max_speed,Max speed(Km/h):,最大速度（Km/h）:,最大速度（Km/h）:
sub_shipstat_turn_rate,Turn rate(rpm):,转身速率（rpm）:,轉身速率（rpm）:
sub_shipstat_maneuvering_speed,Maneuvering speed:,机动速度:,機動速度:
sub_shipstat_max_cruise_speed,Max cruise speed(Km/h):,最大巡航速度（Km/h）:,最大巡航速度（Km/h）:
sub_shipstat_drive_readying_time,Cruise readying time(s):,驱动准备时间：,驅動準備時間：
sub_shipstat_cruise_priming_time,Cruise priming time(s):,驱动启动时间：,驅動啟動時間：
sub_shipstat_cruise_acceleration_factor,Cruise acceleration factor:,巡航加速系数：,巡航加速係數：
sub_shipstat_power_cap,Power capacity:,能源容量：,能源容量：
sub_shipstat_power_regen,Power generation per Sec:,能量每秒回复：,能量每秒回復：
sub_shipstat_power_consum,Power consume per Sec:,能源每秒消耗：,能源每秒消耗：
sub_shipstat_shield_regen_power_consum,Shield recharge consumption:,护盾回复能量消耗：,護盾回復能量消耗：
sub_shipstat_fuel_cap,Fuel capacity:,燃料储量：,燃料儲量：
sub_shipstat_fuel_regen,Fuel regen per Sec:,燃料每秒回复：,燃料每秒回復：
sub_shipstat_cruise_fuel_consum,Cruise fuel consumption:,巡航单位燃料消耗：,巡航單位燃料消耗：
sub_shipstat_ammo_cap,Ammo capacity:,弹药量：,彈藥量：
sub_shipstat_ammo_regen,Ammo generation per Sec:,弹药每秒回复：,彈藥每秒回復：
sub_shipstat_mat_cap,Materials capacity:,材料量:,材料量:
sub_shipstat_mat_regen,Materials generation per Sec:,材料每秒回复:,材料每秒回復:
sub_shipstat_max_crew,Max crew:,最大船员:,最大船員:
sub_shipstat_protected_crew,Protected crew:,受保护船员:,受保護船員:
sub_shipstat_crew_recovery,Crew tecovery(%):,船员恢复(%):,船員恢復(%):
sub_shipstat_max_morale,Max morale:,最大士气:,最大士氣:
sub_shipstat_morale_regen_travel,Morale regen per Sec (Travel):,士气每秒回复 (航行时):,士氣每秒回復 (航行時):
sub_shipstat_morale_regen_battle,Morale regen per Sec (Battle):,士气每秒回复 (战斗时):,士氣每秒回復 (戰鬥時):
sub_shipstat_repair_team,Repair team:,维修队:,維修隊:
sub_shipstat_passive_repair_travel,Passive repair per Sec (Travel):,每秒被动维修速率 (航行时):,每秒被動維修速率 (航行時):
sub_shipstat_active_repair_travel,Active repair per Sec (Travel):,每秒主动维修速率 (航行时):,每秒主動維修速率 (航行時):
sub_shipstat_max_boarding_power,Max boarding power:,最大登船力量:,最大登船力量:
sub_shipstat_max_boarding_defense,Max boarding defense:,最大登船防御:,最大登船防禦:
sub_shipstat_boarding_speed,Boarding speed(s):,登船速度(s):,登船速度(s):
sub_shipstat_boarding_range,Boarding range(m):,登船距离(m):,登船距離(m):
sub_shipstat_overall_potency,Overall potency:,总火力:,總火力:
sub_shipstat_max_weapon_range,Max weapon range(m):,最远武器攻击距离(m):,最遠武器攻擊距離(m):
sub_shipstat_max_weapon_reload_time,Max weapon reload time(s):,最大武器装填时间(s):,最大武器裝填時間(s):
sub_shipstat_weapon_dam_on_shield,Weapon damage on shield:,武器对护盾伤害:,武器對護盾傷害:
sub_shipstat_weapon_accuracy,Weapon accuracy:,武器准度:,武器准度:
sub_shipstat_max_interceptor_range,Max interceptor range(m):,最大拦截距离(m):,最大攔截距離(m):
sub_shipstat_max_interceptor_reload_time,Max interceptor reload time(s):,最大拦截武器装填时间(s):,最大攔截武器裝填時間(s):
sub_shipstat_mana_weapon_dam,Mana weapon damage:,魔法武器伤害:,魔法武器傷害:
sub_shipstat_explosive_weapon_blast_radius,Explosive weapon blast radius(m):,爆炸武器爆炸半径(m):,爆炸武器爆炸半徑(m):
shiproster_stats,STATS,数据,數據
shiproster_airframe,AIRFRAME,机身,機身
storyline_header,Storyline progress,剧情进展,劇情進展
partpopup_fullstackprice,Full stack price,全部价格,全部價格
partpopup_crewrecovery,Crew recovery,船员恢复,船員恢復
partpopup_localamount,Local amount,当地数量,當地數量
partpopup_globalamount,Global amount,全球数量,全球數量
facilityhover_facility,Facility,设施,設施
facilityhover_upgrade,Upgrade,升级,升級
rankinfohover_rankinfo,Rank info,等级信息,等級資訊
shoppinglist_settarget_header,Set your desired amount,设置目标数量,設置目標數量
shoppinglist_set,Set,设置,設置
shoppinglist_tab,Shopping list,购物清单,購物清單
howto_itemproduction_head,ITEM PRODUCTION,物品生产,物品生產
howto_itemproduction1,"Item production is one of the most prominent features of Airship: Kingdoms Adrift. The player can produce most of the items in the game varying from a lump of coal, and a trained pegasus to a full-blown battlecruiser.",物品生产是《飞空艇：贸易帝国》最突出的特色之一。玩家可以生产游戏中的大部分物品，从一块煤炭、训练有素的飞马到全副武装的战列巡洋舰。,物品生產是《飛空艇：貿易帝國》最突出的特色之一。 玩家可以生產遊戲中的大部分物品，從一塊煤炭、訓練有素的飛馬到全副武裝的戰鬥巡洋艦。
howto_itemproduction2,"There are many types of unique production facilities responding to their location and story setting around the world, and to be fully operational, the player needs to build and upgrade them first.",世界各地有许多类型独特的生产设施，与其位置和故事背景相符，要充分利用它们，玩家需要首先建造和升级它们。,世界各地有許多類型獨特的生產設施，與其位置和故事背景相符，要充分利用它們，玩家需要先建造和升級它們。
howto_itemproduction3,"Item production basics:
1) Make sure that the facility is already built.
2) Select a recipe from the list on the left-hand side.
3) Select the required amount of batches or select the <style=""gold"">Repeat order</style> 
    to continue the production indefinitely then click the <style=""gold"">Place Order</style> button.
4) You can queue up to 10 orders at the same time, but only up to 
    3 orders can be produced simultaneously depending on the facility level.
5) To change the production priority, rearrange the production list accordingly. ","物品制作基础要素：
1) 确保设施已经建成。
2) 从左侧列表中选择一个配方。
3) 选择需要的批次数量或选择<style=""gold"">重复订单</style>，就可以无限期地继续生产，然后再单击<style=""gold"">布置订单</style>按钮。
4）您最多可以同时排队10个订单，但根据设施等级，最多只能同时生产 3 个订单。
5) 要更改生产优先级，请相应地重新排列生产列表。","物品製作基礎要素：
1) 確保設施已建成。
2) 從左側清單中選擇一個配方。
3) 選擇需要的批次數量或選擇<style=""gold"">重複訂單</style>，就可以無限期地繼續生產，然後再點擊<style=""gold"">佈置訂單</style>按鈕。
4）您最多可以同時排隊10個訂單，但根據設施等級，最多只能同時生產 3 個訂單。
5) 若要變更生產優先級，請相應地重新排列生產清單。"
howto_sendingairship_head,SENDING AIRSHIP,派出飞艇,派出飛艇
howto_sendingairship1,"To ramp up your production capability, refit unassigned airships into cargo ships and use them to transfer materials and goods between ports.",为了提高你的生产能力，你可以将未分配的飞艇改装成货船，并用它们在港口之间运输材料和货物。,為了提高你的生產能力，你可以將未分配的飛艇改裝成貨船，並用它們在港口之間運輸材料和貨物。
howto_sendingairship2,"Voyage duration can vary depending on the distance between ports and the airship's maximum speed. To vastly shorten this duration, pay the fuel fee to activate the airship cruising mode.",航行时间由港口距离和飞艇的最大速度决定。要大幅降低时间，可以支付燃料费用，使用飞艇的巡航模式。,航行時間由港口距離和飛艇的最大速度決定。 要大幅降低時間，可以支付燃料費用，使用飛艇的巡航模式。
howto_objective_head,OBJECTIVE & STORYLINE,目标与故事线,目標與故事線
howto_objective1,"While you can choose to roam around the whole Kingdom of Suthseg freely from the get-go, many fun and interesting features of Airship: Kingdoms Adrift such as Faction quests and industries are hidden behind the main story progression. To continue with the main story quest, you can follow the directions from the <style=""gold"">Main objective panel</style> on the top-middle of the screen.","虽然你可以选择从一开始就在整个萨斯赛克王国中自由漫游，但《飞空艇：贸易帝国》中许多有趣的功能（例如派系任务和工业）都隐藏在主要故事进程之后。要继续主要故事任务，您可以按照屏幕中上方的<style=""gold"">主要目标面板</style>中的指示进行操作。","雖然你可以選擇從一開始就在整個薩斯賽克王國中自由漫遊，但《飛空艇：貿易帝國》中許多有趣的功能（例如派系任務和工業）都隱藏在主要故事進程之後。 要繼續主要故事任務，您可以按照螢幕中上方的<style=""gold"">主要目標面板</style>中的指示進行操作。"
howto_objective2,"The story progression of Airship: Kingdoms Adrift is divided into 9 acts. As the story progresses, new game content will be available to unlock. By clicking the <style=""gold"">Main objective panel</style> and opening the storyline progress panel you can see all in-game contents and their unlocking order.","《飞空艇：贸易帝国》的故事进程分为9章。 随着故事的进展，新的游戏内容将可供解锁。 通过点击<style=""gold"">主要目标面板</style>并打开故事情节进度面板，您可以看到所有游戏内容及其解锁顺序。","《飛空艇：貿易帝國》的故事進程分為9章。 隨著故事的進展，新的遊戲內容將可供解鎖。 點擊<style=""gold"">主要目標面板</style>並打開故事情節進度面板，您可以看到所有遊戲內容及其解鎖順序。"
howto_journal_head,JOURNAL,日志,紀錄
howto_journal1,"By pressing <style=""gold"">J</style> or clicking on the journal button on the top-left of the screen, the player can access the journal panel which can help you track all of your ongoing quests by their key items. You can use the quest type for easier finding a specific quest.","通过按 <style=""gold"">J</style> 或单击屏幕左上角的日志按钮，玩家可以访问日志面板，该面板可以帮助您通过关键物品跟踪所有正在进行的任务。您可以使用任务类型来更轻松地查找特定任务。","透過按下 <style=""gold"">J</style> 或點擊螢幕左上角的日誌按鈕，玩家可以存取日誌面板，該面板可以幫助您透過關鍵物品追蹤所有正在進行的任務。 您可以使用任務類型來更輕鬆地尋找特定任務。"
howto_journal2,Toggle the tracking button(star icon) to pin and display that quest on the world map screen.,切换跟踪按钮（星形图标）可以在世界地图屏幕上固定并显示该任务。,切換追蹤按鈕（星形圖示）可以在世界地圖螢幕上固定並顯示該任務。
howto_journal3,"For some quests, you will be able to toggle the display button(eye icon) to hide or show that quest's icon and guided area as you see fit.",对于某些任务，您将能够切换显示按钮（眼睛图标）以隐藏或显示您认为合适的任务图标和引导区域。,對於某些任務，您將能夠切換顯示按鈕（眼睛圖示）以隱藏或顯示您認為合適的任務圖示和引導區域。
howto_itemtracker_head,ITEM TRACKER & SHOPPING LIST,物品追踪器和购物列表,物品追蹤器和購物列表
howto_itemtracker1,"To track any item in the game, hover over the item and click on the <style=""gold"">Magnifier icon</style> to access the <style=""gold"">item tracker panel</style>. Here, you can add the item to your shopping list, and see the item's trading information such as price and stack size but the most beneficial feature is the ability to know the buying and selling price along with the availability from all ports that you have already have discovered.","要跟踪游戏中的任务物品，请将鼠标悬停在该项目上，然后单击<style=""gold"">放大镜图标</style>以访问<style=""gold"">物品追踪器面板</style>。 在这里，您可以将商品添加到您的购物列表中，并查看商品的交易信息，例如价格和堆叠大小，但最有用的功能是能够了解买卖价格，以及物品在您已发现所有港口中是否能买到。","若要追蹤遊戲中的任務物品，請將滑鼠懸停在該項目上，然後按一下<style=""gold"">放大鏡圖示</style>以存取<style=""gold"">物品追蹤器面板</style >。 在這裡，您可以將商品添加到您的購物清單中，並查看商品的交易信息，例如價格和堆疊大小，但最有用的功能是能夠了解買賣價格，以及物品在您已發現所有港口中是否能 買到。"
howto_itemtracker2,"Making the <style=""gold"">Shopping List</style> for items is the crucial part of Airship: Kingdoms Adrift as the player will constantly need quest items or materials for the production facilities. The Shopping List will inform the player of the amount of items they have in their procession both locally(fleet cargo) and globally. To set the quantity goal, click on the button with the flag icon. The amount of global and local numbers will turn gold if they've reached their quantity goal.


","为物品制定<style=""gold"">购物列表</style>是《飞空艇：贸易帝国》的关键部分，因为玩家会长期需要任务物品或生产设施的材料。购物列表将通知玩家在本地（舰队货物）和世界范围内拥有的物品数量。要设置数量目标，请单击带有旗帜图标的按钮。如果数量达到目标，世界和本地数字的数量将变成金色的。","為物品製定<style=""gold"">購物清單</style>是《飛空艇：貿易帝國》的關鍵部分，因為玩家會長期需要任務物品或生產設施的材料。 購物清單將通知玩家在本地（艦隊貨物）和世界各地擁有的物品數量。 若要設定數量目標，請點選帶有旗幟圖示的按鈕。 如果數量達到目標，世界和本地數字的數量將變成金色的。"
howto_subject_industryheader,INDUSTRY (2),工业（2）,工業（2）
howto_subject_itemproduction,ITEM PRODUCTION,物品生产,物品生產
howto_subject_sendingairship,SENDING AIRSHIP,派出飞艇,派出飛艇
howto_subject_playerprogressionheader,PLAYER PROGRESSION (3),玩家进度（3）,玩家進度（3）
howto_subject_objectivestoryline,OBJECTIVE & STORYLINE,目标和故事线,目標和故事線
howto_subject_journal,JOURNAL,日志,紀錄
howto_subject_itemtracker,"ITEM TRACKER, & SHOPPING LIST",物品追踪器和购物列表,物品追蹤器和購物列表
howto_subheader_industry,INDUSTRY,工业,工業
howto_subheader_playerprogression,PLAYER PROGRESSION,玩家进度,玩家進度
sub_shipstat_passive_repair_battle,Passive repair per Sec (Battle):,每秒被动维修速率 (战斗时):,每秒被動維修速率 (戰鬥時):
sub_shipstat_active_repair_battle,Active repair per Sec (Battle):,每秒主动维修速率 (战斗时):,每秒主動維修速率 (戰鬥時):
partpopup_desiredamount,Desired Amount,所需金额,所需金額
howto_capturingship5,"After an airship is captured, you will have the option to add the ship directly to your fleet (if the escort slot is available), send them to any visited port with an empty hangar slot, or just take a portion of their supply and let them be on their way.",当您俘获一艘飞艇之后，有以下选择：可以直接将其添加至您的舰队中（如果舰队当前有空闲护航舰位置）；将其遣送至任何访问过的港口，只要目的港口有空闲飞艇位置。或者，您也可以选择取走飞艇上部分补给并放他们离开。,當您俘獲一艘飛艇之後，有以下選擇：可以直接將其添加至您的艦隊中（如果艦隊當前有空閑護航艦位置）；將其遣送至任何訪問過的港口，只要目的港口有空閑飛艇位置。或者，您也可以選擇取走飛艇上部分補給並放他們離開。
howto_addingescortairships5,"In combat, you can select a new target for your escort ship by clicking on the preferred enemy’s panel on the bottom-right of the screen (the selected airship will be highlighted) then reassign the combat behavior as you see fit.",在战斗过程中，您可以通过点击屏幕右下方的优先攻击面板设置攻击优先级（被选中优先攻击的飞艇也会突出显示）。您可以根据战况调整战斗节奏，为护航舰选择新的攻击目标。,在戰鬥過程中，您可以通過點擊螢幕右下方的優先攻擊面板設置攻擊優先順序（被選中優先攻擊的飛艇也會突出顯示）。您可以根據戰況調整戰鬥節奏，為護航艦選擇新的攻擊目標。
